1850s,1700
1860s,1480
1870s,3200
1880s,3610
1890s,900
1900s aughts,450
1910s,1900
1920s,5600
1930s,16950
1940s,14250
1950s,42170
1960s,53350
1970s,34650
1980s,14570
1990s,9800
2000s aughts,16100
2010s,600
