1850s,140
1860s,4900
1870s,1310
1880s,5360
1890s,2330
1900s aughts,1700
1910s,250
1920s,840
1930s,3470
1940s,5460
1950s,26620
1960s,15980
1970s,8820
1980s,8090
1990s,8495
2000s aughts,3400
