1850s,4
1860s,8
1870s,4
1880s,22
1890s,7
1900s aughts,18
1910s,5
1920s,8
1930s,19
1940s,13
1950s,57
1960s,48
1970s,32
1980s,26
1990s,27
2000s aughts,17
