Auction Date;M/D/Y Format;Price Sold in GBP;Year Artwork Created;GBP to USD;Artist
11/22/2013;1/1/1963;11500;1963;18169,38;Lewis Morley 
11/22/2013;1/1/1966;0;1966;0,00;Danny Lyon 
11/22/2013;1/1/1974;800;1974;1263,96;Edouard Boubat 
11/22/2013;1/1/1964;500;1964;789,97;Che Guevara 
11/22/2013;1/1/2008;0;2008;0,00;Bryan Adams 
11/22/2013;1/1/6000;0;6000;0,00;Darren Almond 
11/22/2013;1/1/1952;6000;1952;9479,68;Willy Ronis 
11/22/2013;1/1/1986;0;1986;0,00;Annie Leibovitz 
11/22/2013;1/1/2005;0;2005;0,00;Marilyn Minter 
11/22/2013;1/1/1958;0;1958;0,00;Gianni Berengo Gardin 
11/22/2013;1/1/1953;0;1953;0,00;Brassaï 
11/22/2013;1/1/1981;0;1981;0,00;Romano Cagnoni 
11/22/2013;1/1/1946;800;1946;1263,96;Edouard Boubat 
11/22/2013;1/1/1905;0;1905;0,00;F. Benedict Herzog 
11/22/2013;1/1/1968;1000;1968;1579,95;Wynn Bullock 
11/22/2013;1/1/1964;1100;1964;1737,94;Romano Cagnoni 
11/22/2013;1/1/1950;0;1950;0,00;Lotte Jacobi 
11/22/2013;1/1/1959;0;1959;0,00;Elliott Erwitt 
11/22/2013;1/1/1973;0;1973;0,00;Bryn Campbell 
11/22/2013;1/1/2007;0;2007;0,00;Peter Suschitzky 
11/22/2013;1/1/1968;900;1968;1421,95;Terry O'Neill 
11/22/2013;1/1/1988;2000;1988;3159,89;Bettina Rheims 
11/22/2013;1/1/1954;0;1954;0,00;Mario Giacomelli 
11/22/2013;1/1/1904;240;1904;379,19;Frank Eugene 
11/22/2013;1/1/1965;0;1965;0,00;NASA / James McDivitt 
11/22/2013;1/1/1960;0;1960;0,00;Julius Shulman 
11/22/2013;1/1/1885;550;1885;868,97;Frank Meadow Sutcliffe 
11/22/2013;1/1/1912;0;1912;0,00;David Octavius Hill 
11/22/2013;1/1/1997;0;1997;0,00;Jan Saudek 
11/22/2013;1/1/1979;0;1979;0,00;John Davies 
11/22/2013;1/1/1917;1300;1917;2053,93;Edward Steichen 
11/22/2013;1/1/1904;1200;1904;1895,94;Jacques-Henri Lartigue 
11/22/2013;1/1/1979;800;1979;1263,96;Fay Godwin 
11/22/2013;1/1/1975;1000;1975;1579,95;Aaron Siskind 
11/22/2013;1/1/1901;350;1901;552,98;Baron Wilhelm von Gloeden 
11/22/2013;1/1/1977;1000;1977;1579,95;Stephen Shore 
11/22/2013;1/1/1915;1100;1915;1737,94;Pierre Choumoff 
11/22/2013;1/1/1906;0;1906;0,00;Robert Demachy 
11/22/2013;1/1/1970;3000;1970;4739,84;Ernst Haas 
11/22/2013;1/1/1958;0;1958;0,00;Elliott Erwitt 
11/22/2013;1/1/1906;0;1906;0,00;Edward Steichen 
11/22/2013;1/1/1969;3200;1969;5055,83;Ernst Haas 
11/22/2013;1/1/1866;0;1866;0,00;Émile Gsell 
11/22/2013;1/1/1973;800;1973;1263,96;Raymond Moore 
11/22/2013;1/1/1886;1200;1886;1895,94;Peter Henry Emerson 
11/22/2013;1/1/1975;1950;1975;3080,89;Lucien Clergue 
11/22/2013;1/1/1905;400;1905;631,98;Baron Wilhelm von Gloeden 
11/22/2013;1/1/1991;0;1991;0,00;Edouard Boubat 
2/28/2014;1/1/1908;0;1908;0,00;Edward Steichen 
2/28/2014;1/1/2007;0;2007;0,00;James White 
2/28/2014;1/1/1880;160;1880;266,26;H.F. Nielson 
2/28/2014;1/1/1979;0;1979;0,00;Roxanne Lowit 
2/28/2014;1/1/1966;0;1966;0,00;Osvaldo Salas 
2/28/2014;1/1/1962;0;1962;0,00;George Barris 
2/28/2014;1/1/1880;90;1880;149,77;Unknown
2/28/2014;1/1/1980;70;1980;116,49;John Goto 
2/28/2014;1/1/1962;0;1962;0,00;George Barris 
2/28/2014;1/1/1962;2000;1962;3328,28;Bert Stern 
2/28/2014;1/1/1962;40;1962;66,57;Dorothy Hales Gary 
2/28/2014;1/1/1981;0;1981;0,00;Martin Parr 
2/28/2014;1/1/1951;20;1951;33,28;Philippe Halsman 
2/28/2014;1/1/1965;300;1965;499,24;Lewis Morley 
2/28/2014;1/1/1962;850;1962;1414,52;Colin Jones 
2/28/2014;1/1/1948;400;1948;665,66;Richard Sadler 
2/28/2014;1/1/1945;60;1945;99,85;Gjon Mili 
2/28/2014;1/1/1954;800;1954;1331,31;Willy Ronis 
2/28/2014;1/1/1932;40;1932;66,57;André Steiner 
2/28/2014;1/1/1906;150;1906;249,62;Edward Steichen 
2/28/2014;1/1/1912;50;1912;83,21;David Octavius Hill 
2/28/2014;1/1/1904;170;1904;282,90;Frederick H. Evans 
2/28/2014;1/1/1931;80;1931;133,13;Clarence Sinclair Bull 
2/28/2014;1/1/1955;350;1955;582,45;Heinz Held 
2/28/2014;1/1/1938;800;1938;1331,31;Willy Ronis 
2/28/2014;1/1/1872;0;1872;0,00;Eadweard Muybridge 
2/28/2014;1/1/1900;60;1900;99,85;Theodor Paar of Darjeeling 
2/28/2014;1/1/1973;0;1973;0,00;Raymond Moore 
2/28/2014;1/1/1963;1200;1963;1996,97;Terry O'Neill 
2/28/2014;1/1/1986;0;1986;0,00;Terry O'Neill 
2/28/2014;1/1/1904;0;1904;0,00;Attritbuted to John G. Bullock 
2/28/2014;1/1/1952;300;1952;499,24;Philippe Halsman 
2/28/2014;1/1/1975;90;1975;149,77;Lois Greenfield 
2/28/2014;1/1/1950;0;1950;0,00;Peter Basch 
2/28/2014;1/1/1864;3200;1864;5325,24;Felice Beato 
2/28/2014;1/1/1953;2600;1953;4326,76;Brassaï 
2/28/2014;1/1/1951;500;1951;832,07;Minor White 
2/28/2014;1/1/1988;0;1988;0,00;Shahidul Alam 
2/28/2014;1/1/1970;30;1970;49,92;Various
2/28/2014;1/1/1852;0;1852;0,00;Édouard Denis Baldus 
2/28/2014;1/1/1930;70;1930;116,49;Pierre Verger 
2/28/2014;1/1/1975;10;1975;16,64;"Ira Rosenberg; D.A.Rees "
2/28/2014;1/1/1900;0;1900;0,00;Edward Steichen 
2/28/2014;1/1/1984;400;1984;665,66;Terry O'Neill 
2/28/2014;1/1/1874;10;1874;16,64;Charles Marville
2/28/2014;1/1/1937;0;1937;0,00;Wols 
2/28/2014;1/1/1991;120;1991;199,70;Alexander Hamilton 
2/28/2014;1/1/1940;160;1940;266,26;Unknown
2/28/2014;1/1/1954;0;1954;0,00;Kashio Aoki 
2/28/2014;1/1/1975;300;1975;499,24;Fay Godwin 
2/28/2014;1/1/2000;500;2000;832,07;Helmut Newton 
2/28/2014;1/1/1986;580;1986;965,20;Marco Glaviano 
2/28/2014;1/1/1954;0;1954;0,00;William Garnett 
2/28/2014;1/1/1960;0;1960;0,00;Patrick Ward 
2/28/2014;1/1/1957;260;1957;432,68;Bert Hardy 
2/28/2014;1/1/1991;0;1991;0,00;Stephane Graff 
2/28/2014;1/1/1890;0;1890;0,00;Pieter Oosterhuis 
2/28/2014;1/1/1980;200;1980;332,83;Helmut Newton 
2/28/2014;1/1/1996;0;1996;0,00;Roxanne Lowit 
2/28/2014;1/1/1946;0;1946;0,00;William P Gottlieb 
2/28/2014;1/1/1960;190;1960;316,19;Francesc Català-Roca 
2/28/2014;1/1/1973;240;1973;399,39;Giuliano Borghesan 
2/28/2014;1/1/1953;1600;1953;2662,62;Thurston Hopkins 
2/28/2014;1/1/1962;0;1962;0,00;George Barris 
2/28/2014;1/1/1965;0;1965;0,00;Ernst Haas 
2/28/2014;1/1/1963;60;1963;99,85;Roger Mayne 
2/28/2014;1/1/1996;650;1996;1081,69;Tom Ford 
2/28/2014;1/1/1980;0;1980;0,00;Clive Arrowsmith 
2/28/2014;1/1/1975;1100;1975;1830,55;David Hockney 
2/28/2014;1/1/1974;500;1974;832,07;Norman Parkinson 
2/28/2014;1/1/1942;420;1942;698,94;Unknown
2/28/2014;1/1/1968;30;1968;49,92;John Benton Harris 
2/28/2014;1/1/2001;100;2001;166,41;Jim Cooke 
2/28/2014;1/1/1952;600;1952;998,48;Thurston Hopkins 
2/28/2014;1/1/1960;0;1960;0,00;Peter Basch 
2/28/2014;1/1/1933;50;1933;83,21;Paramount Production Inc.
2/28/2014;1/1/1858;140;1858;232,98;Bisson Frères 
2/28/2014;1/1/1992;190;1992;316,19;David Hiscock 
2/28/2014;1/1/2005;0;2005;0,00;Tony Duran 
2/28/2014;1/1/1887;350;1887;582,45;Eadweard Muybridge 
2/28/2014;1/1/1992;400;1992;665,66;Nicholas Nixon 
2/28/2014;1/1/1880;50;1880;83,21;Various
2/28/2014;1/1/1926;380;1926;632,37;Berenice Abbott 
2/28/2014;1/1/1950;120;1950;199,70;Angus McBean 
2/28/2014;1/1/1950;0;1950;0,00;Emile Savitry 
2/28/2014;1/1/1900;100;1900;166,41;Alexandre Bougault 
2/28/2014;1/1/1980;50;1980;83,21;Unknown
2/28/2014;1/1/1930;0;1930;0,00;Alex Stocker 
2/28/2014;1/1/1880;220;1880;366,11;Frank Meadow Sutcliffe 
2/28/2014;1/1/1953;600;1953;998,48;Phil Stern 
2/28/2014;1/1/1961;0;1961;0,00;Liborio Noval 
2/28/2014;1/1/1970;150;1970;249,62;Derek Bayes 
2/28/2014;1/1/1986;0;1986;0,00;Annie Leibovitz 
2/28/2014;1/1/2002;0;2002;0,00;Dosfotos 
2/28/2014;1/1/1980;1800;1980;2995,45;Willy Ronis 
2/28/2014;1/1/1961;0;1961;0,00;Liborio Noval 
2/28/2014;1/1/1973;0;1973;0,00;Albert Watson 
2/28/2014;1/1/1948;800;1948;1331,31;Willy Ronis 
2/28/2014;1/1/1954;200;1954;332,83;Edward Quinn 
2/28/2014;1/1/1951;500;1951;832,07;Angus McBean 
2/28/2014;1/1/2007;0;2007;0,00;James White 
2/28/2014;1/1/1995;0;1995;0,00;Roxanne Lowit 
2/28/2014;1/1/1968;50;1968;83,21;Adam Woolfitt 
2/28/2014;1/1/1995;400;1995;665,66;Malcolm Pasley 
2/28/2014;1/1/1920;0;1920;0,00;Unknown
2/28/2014;1/1/1995;400;1995;665,66;John Blakemore 
2/28/2014;1/1/1970;130;1970;216,34;Unknown
2/28/2014;1/1/1963;500;1963;832,07;Bill Ray 
2/28/2014;1/1/1972;400;1972;665,66;Terry O'Neill 
2/28/2014;1/1/1920;30;1920;49,92;Unknown
2/28/2014;1/1/1956;1400;1956;2329,79;Elliott Erwitt 
2/28/2014;1/1/1890;10;1890;16,64;Unknown
2/28/2014;1/1/1957;110;1957;183,06;Carlo Bevilacqua 
2/28/2014;1/1/1880;60;1880;99,85;Charles En Van Es 
2/28/2014;1/1/1920;60;1920;99,85;Hilda Mullins 
2/28/2014;1/1/1880;300;1880;499,24;Unknown
2/28/2014;1/1/1890;950;1890;1580,93;Lala Deen Dayal 
2/28/2014;1/1/1960;90;1960;149,77;Ernst Haas 
2/28/2014;1/1/1860;90;1860;149,77;Various
2/28/2014;1/1/1919;100;1919;166,41;Christian Schad 
2/28/2014;1/1/1970;10;1970;16,64;Michael O'Cleary 
2/28/2014;1/1/2000;200;2000;332,83;George Ktistakis 
2/28/2014;1/1/1978;0;1978;0,00;Roberta Bayley 
2/28/2014;1/1/1940;80;1940;133,13;Unknown
2/28/2014;1/1/1909;0;1909;0,00;Herbert French 
2/28/2014;1/1/1954;800;1954;1331,31;Thurston Hopkins 
2/28/2014;1/1/1970;800;1970;1331,31;Terry O'Neill 
2/28/2014;1/1/1964;380;1964;632,37;Nat Finkelstein 
2/28/2014;1/1/1973;400;1973;665,66;Bob Gruen 
2/28/2014;1/1/1959;150;1959;249,62;Terry Fincher 
2/28/2014;1/1/2006;0;2006;0,00;James White 
2/28/2014;1/1/1992;190;1992;316,19;David Hiscock 
2/28/2014;1/1/1880;220;1880;366,11;Frank Meadow Sutcliffe 
2/28/2014;1/1/1935;800;1935;1331,31;Willy Ronis 
2/28/2014;1/1/1996;200;1996;332,83;Tomio Seike 
2/28/2014;1/1/1956;150;1956;249,62;Cecil Beaton 
2/28/2014;1/1/1950;50;1950;83,21;Wolfgang Suschitzky 
2/28/2014;1/1/1880;550;1880;915,28;Unknown
2/28/2014;1/1/2003;0;2003;0,00;Dosfotos 
2/28/2014;1/1/1976;200;1976;332,83;Rosalind Solomon 
2/28/2014;1/1/1954;900;1954;1497,72;Mario Giacomelli 
2/28/2014;1/1/1996;0;1996;0,00;Alain Daussin 
2/28/2014;1/1/1930;480;1930;798,79;Wolfgang Suschitzky 
2/28/2014;1/1/1991;0;1991;0,00;Helmut Newton 
2/28/2014;1/1/1988;0;1988;0,00;Shahidul Alam 
2/28/2014;1/1/1951;0;1951;0,00;Grace Robertson 
2/28/2014;1/1/1950;100;1950;166,41;Brassaï 
2/28/2014;1/1/1968;0;1968;0,00;Will McBride 
2/28/2014;1/1/1954;0;1954;0,00;William A. Garnett 
2/28/2014;1/1/1953;650;1953;1081,69;Milton Greene 
2/28/2014;1/1/2008;0;2008;0,00;Bryan Adams 
2/28/2014;1/1/1976;600;1976;998,48;Jean-Philippe Charbonnier 
2/28/2014;1/1/1880;380;1880;632,37;William Notman 
2/28/2014;1/1/1900;480;1900;798,79;Rudolf Lehnert 
2/28/2014;1/1/1956;700;1956;1164,90;Edouard Boubat 
2/28/2014;1/1/1932;0;1932;0,00;Bill Brandt 
2/28/2014;1/1/1926;90;1926;149,77;Unknown
2/28/2014;1/1/1955;0;1955;0,00;Mario Giacomelli 
2/28/2014;1/1/1987;220;1987;366,11;Angus McBean 
2/28/2014;1/1/1960;40;1960;66,57;J. Frederick Smith 
2/28/2014;1/1/1860;50;1860;83,21;Charles Marville 
2/28/2014;1/1/1998;1000;1998;1664,14;Martin Parr 
2/28/2014;1/1/1935;180;1935;299,54;Brassaï 
2/28/2014;1/1/1953;1600;1953;2662,62;Edouard Boubat 
2/28/2014;1/1/1950;110;1950;183,06;Carlo Bevilacqua 
2/28/2014;1/1/1981;650;1981;1081,69;Romano Cagnoni 
2/28/2014;1/1/1970;300;1970;499,24;Osvaldo Salas 
2/28/2014;1/1/1874;1300;1874;2163,38;Julia Margaret Cameron 
2/28/2014;1/1/1880;600;1880;998,48;Unknown
2/28/2014;1/1/1860;110;1860;183,06;Fratelli Alinari 
2/28/2014;1/1/1925;130;1925;216,34;František Drtikol 
2/28/2014;1/1/1880;60;1880;99,85;Adelphoi Zangaki 
2/28/2014;1/1/1962;600;1962;998,48;Bert Stern 
2/28/2014;1/1/1942;110;1942;183,06;Robert Coburn Senior
2/28/2014;1/1/1996;550;1996;915,28;Tom Ford 
2/28/2014;1/1/1970;30;1970;49,92;Ruan O'Lochlainn 
2/28/2014;1/1/2004;0;2004;0,00;James White 
2/28/2014;1/1/1906;0;1906;0,00;Hans Watzek 
2/28/2014;1/1/1982;50;1982;83,21;Mark Edwards 
2/28/2014;1/1/2003;900;2003;1497,72;David Dawson 
2/28/2014;1/1/1991;750;1991;1248,10;Martin Parr 
2/28/2014;1/1/1903;180;1903;299,54;Gertrude Käsebier 
2/28/2014;1/1/1982;1050;1982;1747,35;Terry O'Neill 
2/28/2014;1/1/1950;350;1950;582,45;Brassaï 
2/28/2014;1/1/1930;180;1930;299,54;Dorothy Wilding 
2/28/2014;1/1/1880;750;1880;1248,10;Felix Bonfils 
2/28/2014;1/1/1967;500;1967;832,07;Terence Donovan 
2/28/2014;1/1/1880;170;1880;282,90;Unknown
2/28/2014;1/1/1950;700;1950;1164,90;Robert Doisneau 
2/28/2014;1/1/1972;320;1972;532,52;Bob Gruen 
2/28/2014;1/1/1920;150;1920;249,62;Unknown
2/28/2014;1/1/1903;0;1903;0,00;Clarence H. White 
2/28/2014;1/1/1860;60;1860;99,85;Henry White 
2/28/2014;1/1/2007;0;2007;0,00;Peter Suschitzky 
2/28/2014;1/1/1959;400;1959;665,66;Paul Caponigro 
2/28/2014;1/1/1939;60;1939;99,85;Cecil Beaton 
2/28/2014;1/1/1967;0;1967;0,00;Walter Iooss 
2/28/2014;1/1/1967;150;1967;249,62;Various
2/28/2014;1/1/1977;10;1977;16,64;Richard Morris 
2/28/2014;1/1/1971;1900;1971;3161,86;Larry Clark 
2/28/2014;1/1/1951;0;1951;0,00;Grace Robertson 
2/28/2014;1/1/1977;190;1977;316,19;David Hockney 
2/28/2014;1/1/1952;160;1952;266,26;Philippe Halsman 
2/28/2014;1/1/1915;0;1915;0,00;Randolph Bezzant Holmes 
2/28/2014;1/1/1958;500;1958;832,07;Gianni Berengo Gardin 
2/28/2014;1/1/1880;350;1880;582,45;John Burke 
2/28/2014;1/1/1880;0;1880;0,00;Abdullah Frères and others
2/28/2014;1/1/1975;30;1975;49,92;Jorge Lewinski 
2/28/2014;1/1/1966;600;1966;998,48;Danny Lyon 
2/28/2014;1/1/1960;20;1960;33,28;Tao Herachi 
2/28/2014;1/1/1964;0;1964;0,00;Mario Giacomelli 
2/28/2014;1/1/1967;1300;1967;2163,38;Jim Marshall 
2/28/2014;1/1/1880;160;1880;266,26;J.W.Cleary 
2/28/2014;1/1/1950;80;1950;133,13;Brassaï 
2/28/2014;1/1/2005;0;2005;0,00;Mark Seliger 
2/28/2014;1/1/1960;2600;1960;4326,76;Jack Smith 
2/28/2014;1/1/1920;0;1920;0,00;Paul Strand 
2/28/2014;1/1/1986;500;1986;832,07;Marco Glaviano 
2/28/2014;1/1/1963;0;1963;0,00;Richard Sadler 
2/28/2014;1/1/1989;480;1989;798,79;Bruce Weber 
2/28/2014;1/1/1890;140;1890;232,98;Unknown
2/28/2014;1/1/1993;350;1993;582,45;Helmut Newton 
2/28/2014;1/1/1880;140;1880;232,98;Ernst Holtzer 
2/28/2014;1/1/1996;650;1996;1081,69;Tom Ford 
2/28/2014;1/1/1898;0;1898;0,00;Eugène Atget 
2/28/2014;1/1/1968;200;1968;332,83;Ethan Russell 
2/28/2014;1/1/1960;0;1960;0,00;Osvaldo Salas 
2/28/2014;1/1/2002;0;2002;0,00;Mark Seliger 
2/28/2014;1/1/1960;800;1960;1331,31;Terry O'Neill 
2/28/2014;1/1/1960;110;1960;183,06;Peter Johns 
2/28/2014;1/1/1852;0;1852;0,00;Henri Le Secq 
2/28/2014;1/1/1969;420;1969;698,94;Mick Rock 
2/28/2014;1/1/1856;0;1856;0,00;Francis Frith 
2/28/2014;1/1/1938;240;1938;399,39;Marion Post Wolcott 
2/28/2014;1/1/1996;600;1996;998,48;Roxanne Lowit 
2/28/2014;1/1/1963;1200;1963;1996,97;Colin Jones 
2/28/2014;1/1/1971;0;1971;0,00;Jorge Lewinski 
2/28/2014;1/1/1958;400;1958;665,66;Dr. S. D. Jouhar 
2/28/2014;1/1/1991;170;1991;282,90;Jem Southam 
2/28/2014;1/1/1916;50;1916;83,21;Frank Eugene 
2/28/2014;1/1/1954;0;1954;0,00;William A. Garnett 
2/28/2014;1/1/1950;50;1950;83,21;Brassaï 
2/28/2014;1/1/1980;50;1980;83,21;Francois Dolmetsch 
2/28/2014;1/1/1984;350;1984;582,45;Byron Newman 
2/28/2014;1/1/1960;0;1960;0,00;Grace Robertson 
2/28/2014;1/1/1961;0;1961;0,00;Osvaldo Salas 
2/28/2014;1/1/1930;0;1930;0,00;František Drtikol 
2/28/2014;1/1/1990;5;1990;8,32;Robert Molyneaux 
2/28/2014;1/1/1890;380;1890;632,37;Pascal Sébah 
2/28/2014;1/1/1963;100;1963;166,41;Brel Photography 
2/28/2014;1/1/1950;60;1950;99,85;Various
2/28/2014;1/1/1860;100;1860;166,41;Othon von Ostheim 
2/28/2014;1/1/1952;300;1952;499,24;Axel Poignant 
2/28/2014;1/1/1960;0;1960;0,00;Unknown
2/28/2014;1/1/1873;0;1873;0,00;Alfred Krupp 
2/28/2014;1/1/1940;700;1940;1164,90;Herbert Mason 
2/28/2014;1/1/1932;160;1932;266,26;Unknown
2/28/2014;1/1/1969;1000;1969;1664,14;Cecil Beaton 
2/28/2014;1/1/1954;800;1954;1331,31;Willy Ronis 
2/28/2014;1/1/1934;150;1934;249,62;George Hurrell 
2/28/2014;1/1/1950;500;1950;832,07;Peter Basch 
2/28/2014;1/1/1908;30;1908;49,92;Andrew Pitcairn-Knowles 
2/28/2014;1/1/2000;400;2000;665,66;Susan Derges 
2/28/2014;1/1/1905;50;1905;83,21;F. Benedict Herzog 
2/28/2014;1/1/1980;320;1980;532,52;Peter Kernot 
2/28/2014;1/1/1953;1200;1953;1996,97;Inge Morath 
2/28/2014;1/1/1953;1800;1953;2995,45;Robert Doisneau 
2/28/2014;1/1/1860;1200;1860;1996,97;Alberto Henschel 
2/28/2014;1/1/1956;500;1956;832,07;Peter Basch 
2/28/2014;1/1/1994;550;1994;915,28;John Blakemore 
2/28/2014;1/1/1979;0;1979;0,00;John Davies 
2/28/2014;1/1/1906;50;1906;83,21;Robert Demachy 
2/28/2014;1/1/1880;200;1880;332,83;Frank Meadow Sutcliffe 
2/28/2014;1/1/1880;420;1880;698,94;Unknown
2/28/2014;1/1/1958;800;1958;1331,31;Mario Giacomelli 
2/28/2014;1/1/1980;480;1980;798,79;Willem Diepraam 
2/28/2014;1/1/1955;100;1955;166,41;William Klein 
2/28/2014;1/1/1930;0;1930;0,00;Unknown
2/28/2014;1/1/1949;650;1949;1081,69;George Rodger 
2/28/2014;1/1/1900;30;1900;49,92;Frances and Mary Allen 
2/28/2014;1/1/1979;1000;1979;1664,14;Mario Giacomelli 
2/28/2014;1/1/1953;900;1953;1497,72;Milton Greene 
2/28/2014;1/1/1997;700;1997;1164,90;Jan Saudek 
2/28/2014;1/1/1989;400;1989;665,66;Albert Watson 
2/28/2014;1/1/1948;480;1948;798,79;Richard Sadler 
2/28/2014;1/1/1981;300;1981;499,24;Bert Stern 
2/28/2014;1/1/1970;40;1970;66,57;Various
2/28/2014;1/1/1900;400;1900;665,66;Baron Wilhelm von Gloeden 
2/28/2014;1/1/1980;140;1980;232,98;James Ravilious 
2/28/2014;1/1/1995;0;1995;0,00;Peter Marlow 
2/28/2014;1/1/1860;90;1860;149,77;Various
2/28/2014;1/1/1955;700;1955;1164,90;Mario Giacomelli 
2/28/2014;1/1/1968;650;1968;1081,69;Terry O'Neill 
2/28/2014;1/1/2000;1300;2000;2163,38;Helmut Newton 
2/28/2014;1/1/1959;200;1959;332,83;Aaron Siskind 
2/28/2014;1/1/1963;0;1963;0,00;Osvaldo Salas 
2/28/2014;1/1/1962;0;1962;0,00;George Barris 
2/28/2014;1/1/1941;0;1941;0,00;Ferenc Berko 
2/28/2014;1/1/1978;40;1978;66,57;Brian Griffin 
2/28/2014;1/1/1899;850;1899;1414,52;Eugène Atget 
2/28/2014;1/1/1903;0;1903;0,00;Clarence H. White 
2/28/2014;1/1/1880;130;1880;216,34;Edouard Baldus 
2/28/2014;1/1/1994;100;1994;166,41;Barry Lategan 
2/28/2014;1/1/1953;100;1953;166,41;Man Ray 
2/28/2014;1/1/1910;50;1910;83,21;Unknown
2/28/2014;1/1/1993;100;1993;166,41;Nick Waplington 
2/28/2014;1/1/1994;420;1994;698,94;John Blakemore 
2/28/2014;1/1/1956;0;1956;0,00;William A. Garnett 
2/28/2014;1/1/1948;1600;1948;2662,62;Bert Hardy 
2/28/2014;1/1/1985;0;1985;0,00;Olivia Heussler 
2/28/2014;1/1/1970;0;1970;0,00;Mario Giacomelli 
2/28/2014;1/1/1960;0;1960;0,00;Mario Giacomelli 
2/28/2014;1/1/1955;850;1955;1414,52;Edouard Boubat 
2/28/2014;1/1/1887;0;1887;0,00;Eadweard Muybridge 
2/28/2014;1/1/1931;180;1931;299,54;Lee Miller 
41796;1/1/1909;50;1909;83,21;Herbert French 
41796;1/1/1936;3800;1936;6323,73;Walker Evans 
41796;1/1/1887;0;1887;0,00;Eadweard Muybridge 
41796;1/1/1982;320;1982;532,52;Keizo Kitajima 
41796;1/1/1989;1300;1989;2163,38;Jeanloup Sieff 
41796;1/1/1943;600;1943;998,48;Tim Gidal 
41796;1/1/1941;1100;1941;1830,55;Ansel Adams 
41796;1/1/1969;1200;1969;1996,97;Yasuhiro Ishimoto 
41796;1/1/1947;0;1947;0,00;Edouard Boubat 
41796;1/1/1887;0;1887;0,00;Eadweard Muybridge 
41796;1/1/1918;0;1918;0,00;Fred Judge 
41796;1/1/1959;400;1959;665,66;Ida Kar 
41796;1/1/1952;3200;1952;5325,24;Robert Doisneau 
41796;1/1/1975;14000;1975;23297,94;Helmut Newton 
41796;1/1/1936;250;1936;416,03;Margaret Bourke-White 
41796;1/1/1936;0;1936;0,00;Horst P. Horst 
41796;1/1/1981;0;1981;0,00;David Seidner 
41796;1/1/1965;5500;1965;9152,76;David Bailey 
41796;1/1/1935;0;1935;0,00;Madame Yevonde 
41796;1/1/1939;0;1939;0,00;Berenice Abbott 
41796;1/1/1963;1000;1963;1664,14;Colin Jones 
41796;1/1/1951;2000;1951;3328,28;Robert Doisneau 
41796;1/1/1958;2400;1958;3993,93;William Klein 
41796;1/1/1910;800;1910;1331,31;Unknown
41796;1/1/1857;0;1857;0,00;Roger Fenton 
41796;1/1/1992;0;1992;0,00;Albert Watson 
41796;1/1/1973;1000;1973;1664,14;David Goldblatt 
41796;1/1/1880;450;1880;748,86;Henry King 
41796;1/1/1951;650;1951;1081,69;Bert Hardy 
41796;1/1/1971;0;1971;0,00;Terry O'Neill 
41796;1/1/1905;400;1905;665,66;Rudolf Lehnert and Ernest Landrock 
41796;1/1/1880;1400;1880;2329,79;Marc Ferrez 
41796;1/1/1857;1000;1857;1664,14;Robert Howlett 
41796;1/1/2000;2000;2000;3328,28;Michael Thompson 
41796;1/1/1977;800;1977;1331,31;John Blakemore 
41796;1/1/2004;700;2004;1164,90;Helena Christensen 
41796;1/1/1858;0;1858;0,00;William Russell Sedgefield 
41796;1/1/1991;900;1991;1497,72;Edouard Boubat 
41796;1/1/1949;2800;1949;4659,59;Robert Doisneau 
41796;1/1/1887;0;1887;0,00;Eadweard Muybridge 
41796;1/1/1850;0;1850;0,00;Giacomo Caneva 
41796;1/1/1970;1100;1970;1830,55;Daido Moriyama 
41796;1/1/1948;0;1948;0,00;Edouard Boubat 
41796;1/1/1950;480;1950;798,79;Bert Hardy 
41796;1/1/1966;1000;1966;1664,14;Thomas Hoepker 
41796;1/1/1937;0;1937;0,00;Lisette Model 
41796;1/1/1954;0;1954;0,00;Thurston Hopkins 
41796;1/1/1977;1000;1977;1664,14;Graciela Iturbide 
41796;1/1/2008;1300;2008;2163,38;Sam Taylor-Wood 
41796;1/1/2004;0;2004;0,00;Helena Christensen 
41796;1/1/1940;0;1940;0,00;Weegee 
41796;1/1/1955;0;1955;0,00;William Klein 
41796;1/1/1954;0;1954;0,00;Ernst Haas 
41796;1/1/1973;350;1973;582,45;Colin Jones 
41796;1/1/1946;0;1946;0,00;Ansel Adams 
41796;1/1/1967;1300;1967;2163,38;Tony Ray-Jones 
41796;1/1/1952;3200;1952;5325,24;Elliott Erwitt 
41796;1/1/2002;1600;2002;2662,62;Michael Dweck 
41796;1/1/1961;0;1961;0,00;Terence Donovan 
41796;1/1/1990;900;1990;1497,72;Colin Jones 
41796;1/1/1870;3200;1870;5325,24;Frank Mason Good 
41796;1/1/1967;700;1967;1164,90;Ed Ruscha 
41796;1/1/1887;400;1887;665,66;Eadweard Muybridge 
41796;1/1/1963;500;1963;832,07;Kazuo Kenmochi 
41796;1/1/1966;2200;1966;3661,10;Ed Ruscha 
41796;1/1/1977;850;1977;1414,52;Stephen Shore 
41796;1/1/1960;500;1960;832,07;Osvaldo Salas 
41796;1/1/1993;0;1993;0,00;Nobuyoshi Araki 
41796;1/1/1950;0;1950;0,00;Elliott Erwitt 
41796;1/1/1970;5500;1970;9152,76;Slim Aarons 
41796;1/1/1887;700;1887;1164,90;Eadweard Muybridge 
