1929,"3000
",Alexander Rodchenko (1891-1956)
1970,Unsold,Mario Giacomelli (1925-2000)
1949,"180
",George Rodger (1908-1995)
1975,Unsold,Malick Sidibé  (b.1935/6)
1887,"420
",Eadweard Muybridge (1830-1904)
1954,"700
",George Rodger (1908-1995)
1938,"1700
",Max Dupain (1911 -1992)
1979,"2400
",Bill Brandt (1904-1983)
1971,"1000
",Larry Clark (b. 1943)
1975,Unsold,David Hockney (b.1937)
1970,"600
",Raymond Moore (1920 - 1987)
1974,"300
",Fay Godwin (1931-2005)
1950,"1800
",Willy Ronis (1910-2009)
1964,"650
",Osvaldo Salas (1914-1992)
