1850s,0
1860s,650
1870s,480
1880s,6800
1890s,1700
1900s aughts,6940
1910s,2710
1920s,1900
1930s,19600
1940s,13120
1950s,31980
1960s,29960
1970s,27600
1980s,10800
1990s,20500
2000s aughts,2700
2010s,2100
