1850s,1
1860s,8
1870s,6
1880s,2
1890s,1
1900s aughts,5
1910s,10
1920s,3
1930s,18
1940s,23
1950s,45
1960s,35
1970s,40
1980s,11
1990s,9
2000s aughts,12
